10151359_0_8168779773862259178.csv~Col2,6869358_0_1379459120563510331.csv~Col3,True
10579449_0_1681126353774891032.csv~Col2,61626303_0_266372209664087642.csv~Col3,True
10579449_0_1681126353774891032.csv~Col2,80588006_0_6965325215443683359.csv~Col2,True
10579449_0_1681126353774891032.csv~Col2,9567241_0_5666388268510912770.csv~Col2,True
10630177_0_4831842476649004753.csv~Col2,53583534_0_503521622577229691.csv~Col2,True
10630177_0_4831842476649004753.csv~Col2,54773498_0_4341462266113591159.csv~Col4,True
11278409_0_3742771475298785475.csv~Col0,12271141_0_8517913935669973086.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,14380604_4_3329235705746762392.csv~Col1,True
11278409_0_3742771475298785475.csv~Col0,15700884_0_8204220284166767221.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,28079336_1_3124145965038277571.csv~Col1,True
11278409_0_3742771475298785475.csv~Col0,28079336_2_2139598421036200532.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,28086084_0_3127660530989916727.csv~Col5,True
11278409_0_3742771475298785475.csv~Col0,28423212_0_2742990779532526553.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,39650055_5_7135804139753401681.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,41336118_0_4331895026409635103.csv~Col1,True
11278409_0_3742771475298785475.csv~Col0,52572391_0_8684896999787304275.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,56224555_0_3713922722778385817.csv~Col1,True
11278409_0_3742771475298785475.csv~Col0,5873256_0_7795190905731964989.csv~Col1,True
11278409_0_3742771475298785475.csv~Col0,63389809_0_8179819543692215824.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,64092785_0_4696367782987533337.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,80184932_0_4240003884724905487.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,86747932_0_7532457067740920052.csv~Col1,True
11278409_0_3742771475298785475.csv~Col0,90723763_0_874013697986950454.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,93702496_0_39013305210829591.csv~Col0,True
11278409_0_3742771475298785475.csv~Col0,96203994_0_2127964719640427252.csv~Col0,True
1146722_1_7558140036342906956.csv~Col5,88353875_0_4876234304797064286.csv~Col1,True
1146722_1_7558140036342906956.csv~Col5,90593344_0_8311455501234425088.csv~Col2,True
1146722_1_7558140036342906956.csv~Col5,99070098_0_2074872741302696997.csv~Col5,True
11599512_1_280388135214354946.csv~Col0,11688006_0_8123036130090004213.csv~Col3,True
11599512_1_280388135214354946.csv~Col1,11688006_0_8123036130090004213.csv~Col3,True
11599512_1_280388135214354946.csv~Col4,11688006_0_8123036130090004213.csv~Col3,True
11599512_1_280388135214354946.csv~Col0,12183399_0_6725061928072492226.csv~Col0,True
11599512_1_280388135214354946.csv~Col1,12183399_0_6725061928072492226.csv~Col0,True
11599512_1_280388135214354946.csv~Col4,12183399_0_6725061928072492226.csv~Col0,True
11599512_1_280388135214354946.csv~Col0,12193237_0_8699643798888088574.csv~Col0,True
11599512_1_280388135214354946.csv~Col1,12193237_0_8699643798888088574.csv~Col0,True
11599512_1_280388135214354946.csv~Col4,12193237_0_8699643798888088574.csv~Col0,True
11599512_1_280388135214354946.csv~Col0,14067031_0_559833072073397908.csv~Col6,True
