22,150,True
174,60,True
97,5,True
165,108,True
19,50,True
162,40,True
40,16,True
201,47,True
51,6,True
173,100,True
161,158,True
135,106,True
128,28,True
90,145,True
13,21,True
156,53,True
17,68,True
115,59,True
16,80,True
92,31,True
92,44,True
99,31,True
99,44,True
43,58,True
78,61,True
74,133,True
12,111,True
194,46,True
199,153,True
81,112,True
137,9,True
133,8,True
132,8,True
56,160,True
66,56,True
53,89,True
63,127,True
195,62,True
36,87,True
2,143,True
189,92,True
83,71,True
129,107,True
26,57,True
187,81,True
198,101,True
91,147,True
84,120,True
141,25,True
