84,77,True
187,103,True
115,62,True
184,109,True
174,122,True
170,92,True
197,92,True
128,92,True
21,9,True
155,71,True
14,80,True
88,53,True
136,75,True
136,95,True
113,75,True
113,95,True
180,120,True
185,131,True
185,129,True
192,131,True
192,129,True
34,40,True
101,28,True
182,102,True
32,25,True
64,3,True
183,65,True
183,107,True
162,65,True
162,107,True
42,31,True
42,1,True
38,31,True
38,1,True
37,31,True
37,1,True
66,26,True
81,56,True
127,87,True
201,117,True
83,55,True
45,81,True
45,47,True
123,81,True
123,47,True
171,69,True
59,49,True
59,18,True
73,52,True
139,37,True
47,17,True
193,105,True
154,78,True
154,100,True
173,78,True
173,100,True
49,30,True
74,23,True
110,54,True
93,21,True
151,72,True
199,124,True
141,106,True
69,24,True
129,16,True
55,48,True
1,4,True
36,51,True
22,5,True
117,112,True
121,112,True
63,38,True
157,114,True
196,114,True
205,130,True
205,128,True
203,130,True
203,128,True
108,64,True
33,44,True
109,73,True
98,2,True
48,7,True
124,91,True
65,68,True
17,11,True
140,115,True
148,99,True
179,85,True
89,29,True
60,33,True
133,74,True
177,84,True
150,104,True
56,14,True
107,8,True
125,123,True
80,34,True
51,36,True
95,108,True
188,110,True
142,82,True
82,35,True
176,90,True
176,118,True
116,90,True
116,118,True
35,13,True
126,86,True
135,63,True
92,70,True
92,79,True
90,70,True
90,79,True
153,98,True
159,46,True
156,76,True
130,88,True
130,113,True
181,88,True
181,113,True
175,93,True
167,121,True
167,127,True
146,121,True
146,127,True
186,58,True
145,116,True
112,97,True
79,97,True
44,20,True
61,6,True
50,10,True
195,119,True
94,15,True
198,126,True
161,111,True
85,57,True
147,94,True
191,61,True
87,27,True
91,42,True
132,32,True
68,83,True
86,59,True
119,67,True
138,41,True
16,19,True
16,43,True
72,66,True
99,12,True
