53,48,True
150,54,True
134,218,True
152,179,True
125,35,True
114,125,True
211,192,True
87,94,True
95,140,True
197,27,True
113,228,True
78,34,True
25,7,True
55,146,True
26,159,True
107,173,True
96,57,True
36,100,True
5,36,True
172,194,True
56,60,True
208,191,True
204,28,True
51,213,True
49,112,True
156,204,True
33,13,True
112,220,True
179,102,True
71,93,True
54,156,True
147,6,True
70,90,True
163,95,True
131,133,True
182,127,True
90,58,True
45,9,True
46,78,True
57,144,True
72,15,True
31,130,True
188,195,True
202,222,True
146,85,True
100,70,True
2,19,True
102,46,True
186,200,True
28,118,True
82,115,True
169,187,True
84,150,True
74,22,True
123,178,True
111,109,True
203,33,True
121,97,True
157,198,True
175,151,True
18,75,True
116,42,True
118,105,True
27,91,True
60,137,True
161,208,True
64,43,True
193,99,True
39,23,True
122,3,True
168,71,True
136,59,True
101,12,True
209,44,True
171,163,True
79,219,True
23,158,True
50,67,True
160,193,True
184,87,True
42,32,True
29,101,True
190,108,True
3,38,True
1,39,True
210,216,True
17,45,True
22,172,True
9,17,True
199,69,True
98,122,True
145,205,True
155,31,True
133,142,True
108,225,True
206,4,True
142,37,True
21,138,True
14,107,True
183,224,True
198,72,True
165,88,True
48,63,True
34,84,True
19,164,True
130,188,True
89,96,True
62,104,True
52,21,True
92,98,True
176,68,True
207,131,True
59,30,True
153,186,True
32,119,True
44,128,True
94,25,True
154,62,True
178,217,True
105,182,True
128,209,True
120,89,True
88,82,True
143,24,True
143,126,True
110,10,True
201,153,True
189,103,True
75,8,True
119,14,True
93,116,True
73,110,True
164,201,True
80,121,True
8,41,True
129,26,True
187,229,True
181,51,True
85,79,True
20,123,True
104,145,True
13,114,True
140,165,True
151,196,True
83,77,True
99,154,True
132,147,True
30,135,True
106,199,True
61,2,True
139,74,True
124,139,True
67,64,True
63,132,True
192,189,True
162,16,True
15,49,True
166,171,True
37,11,True
76,111,True
148,177,True
7,80,True
137,29,True
77,83,True
200,183,True
138,120,True
191,170,True
170,149,True
12,65,True
159,157,True
103,55,True
38,66,True
16,73,True
47,53,True
6,136,True
91,5,True
149,148,True
126,197,True
194,155,True
167,166,True
115,134,True
58,86,True
144,124,True
40,168,True
135,61,True
180,162,True
205,40,True
35,203,True
69,81,True
117,181,True
127,210,True
174,50,True
10,106,True
65,169,True
24,117,True
4,18,True
173,184,True
86,113,True
97,206,True
177,152,True
11,141,True
141,180,True
196,185,True
185,167,True
43,20,True
158,221,True
195,215,True
