0,6,7,true
1,189,189,true
2,25,28,true
3,197,197,true
4,111,111,true
5,72,75,true
6,120,125,true
7,207,211,true
8,186,184,true
9,204,210,true
10,194,199,true
11,128,121,true
12,23,25,true
13,143,144,true
14,181,183,true
15,32,34,true
16,223,229,true
17,112,114,true
18,213,218,true
19,74,74,true
20,209,213,true
21,176,177,true
22,41,46,true
23,138,142,true
24,58,59,true
25,81,83,true
26,192,195,true
27,225,227,true
28,33,35,true
29,164,164,true
30,127,127,true
31,46,48,true
32,86,87,true
33,191,193,true
34,185,190,true
35,137,136,true
36,105,108,true
37,105,85,true
38,51,51,true
39,57,58,true
40,103,112,true
41,153,157,true
42,201,205,true
43,188,192,true
44,95,94,true
45,3,3,true
46,146,148,true
47,37,37,true
48,217,222,true
49,179,181,true
50,64,64,true
51,89,92,true
52,134,133,true
53,220,225,true
54,214,217,true
55,160,165,true
56,12,13,true
57,202,202,true
58,70,67,true
59,177,178,true
60,115,118,true
61,34,32,true
62,183,186,true
63,184,187,true
64,109,109,true
65,5,6,true
66,30,31,true
67,158,161,true
68,174,176,true
69,22,24,true
70,206,209,true
71,125,124,true
72,2,2,true
73,124,123,true
74,77,78,true
75,167,166,true
76,101,99,true
77,211,215,true
78,200,200,true
79,29,30,true
80,75,77,true
81,91,93,true
82,140,138,true
83,62,71,true
84,193,196,true
85,24,22,true
86,126,22,true
87,100,103,true
88,132,130,true
89,48,50,true
90,117,140,true
91,67,65,true
92,10,11,true
93,107,107,true
94,150,150,true
95,38,38,true
96,47,45,true
97,56,57,true
98,168,169,true
99,187,191,true
100,65,68,true
101,133,137,true
102,156,158,true
103,80,82,true
104,44,47,true
105,43,42,true
106,17,17,true
107,157,159,true
108,229,234,true
109,87,90,true
110,226,230,true
111,90,95,true
112,122,120,true
113,149,151,true
114,136,134,true
115,198,206,true
116,159,160,true
117,59,60,true
118,228,232,true
119,131,132,true
120,116,119,true
121,205,207,true
122,169,170,true
123,171,171,true
124,61,62,true
125,98,100,true
126,54,54,true
127,151,152,true
128,123,126,true
129,119,117,true
130,21,23,true
131,27,29,true
132,78,79,true
133,45,44,true
134,203,204,true
135,97,98,true
136,108,105,true
137,96,96,true
138,82,80,true
139,145,147,true
140,141,135,true
141,114,115,true
142,15,16,true
143,147,146,true
144,195,194,true
145,148,149,true
146,139,139,true
147,222,226,true
148,230,239,true
149,13,15,true
150,219,223,true
151,106,106,true
152,210,214,true
153,170,172,true
154,71,70,true
155,8,10,true
156,76,76,true
157,208,212,true
158,83,84,true
159,216,219,true
160,218,220,true
161,40,43,true
162,94,97,true
163,7,8,true
164,215,221,true
165,199,201,true
166,113,113,true
167,28,27,true
168,121,122,true
169,53,55,true
170,135,131,true
171,165,174,true
172,93,91,true
173,16,18,true
174,42,41,true
175,31,33,true
176,26,26,true
177,50,52,true
178,14,14,true
179,161,168,true
180,19,20,true
181,152,154,true
182,130,128,true
183,49,49,true
184,4,5,true
185,180,180,true
186,178,179,true
187,142,143,true
188,85,88,true
189,88,86,true
190,99,101,true
191,224,228,true
192,69,69,true
193,20,21,true
194,227,235,true
195,68,66,true
196,9,9,true
197,73,72,true
198,63,63,true
199,175,182,true
200,102,102,true
201,144,145,true
202,52,53,true
203,92,89,true
204,182,185,true
205,172,175,true
206,60,61,true
207,212,216,true
208,39,40,true
209,163,163,true
210,196,203,true
211,221,224,true
212,155,156,true
213,36,39,true
214,11,12,true
215,162,162,true
216,173,173,true
217,35,36,true
218,18,19,true
219,104,104,true
220,166,167,true
221,79,81,true
222,66,73,true
223,154,155,true
224,118,116,true
225,110,110,true
226,55,56,true
