21,150,True
48,124,True
38,50,True
24,78,True
37,55,True
41,158,True
34,79,True
57,138,True
40,152,True
22,89,True
36,71,True
54,100,True
55,128,True
9,174,True
18,139,True
49,58,True
25,70,True
30,145,True
23,15,True
12,37,True
6,80,True
50,63,True
56,142,True
31,111,True
47,65,True
39,19,True
7,91,True
29,30,True
26,31,True
19,16,True
45,69,True
46,88,True
16,47,True
8,181,True
43,33,True
51,73,True
44,35,True
14,99,True
20,38,True
27,53,True
35,126,True
2,149,True
28,61,True
17,105,True
13,162,True
32,25,True
52,117,True
33,57,True
11,143,True
5,159,True
10,8,True
15,64,True
53,146,True
