183,77,True
89,117,True
109,144,True
164,84,True
116,40,True
34,59,True
121,130,True
103,111,True
182,55,True
53,153,True
115,151,True
80,5,True
136,49,True
157,119,True
82,94,True
162,21,True
128,12,True
65,22,True
125,69,True
94,80,True
129,3,True
62,63,True
73,154,True
113,46,True
76,139,True
145,51,True
105,156,True
169,137,True
27,143,True
30,97,True
126,70,True
14,79,True
24,127,True
48,18,True
150,75,True
95,115,True
79,128,True
114,102,True
144,116,True
58,88,True
97,101,True
22,1,True
45,150,True
75,30,True
147,123,True
3,157,True
160,105,True
15,28,True
154,50,True
28,47,True
87,45,True
7,109,True
92,98,True
175,64,True
173,41,True
59,134,True
148,58,True
51,91,True
29,17,True
19,25,True
56,149,True
149,8,True
6,10,True
140,87,True
61,13,True
146,72,True
178,14,True
33,20,True
67,122,True
20,95,True
130,9,True
26,44,True
31,81,True
156,131,True
107,2,True
168,145,True
135,82,True
91,132,True
165,74,True
93,67,True
100,56,True
49,106,True
57,6,True
179,35,True
117,96,True
171,42,True
47,26,True
163,107,True
43,54,True
127,38,True
138,121,True
83,135,True
63,120,True
158,57,True
8,37,True
99,43,True
101,83,True
118,39,True
180,125,True
37,11,True
70,33,True
4,23,True
42,148,True
106,104,True
78,48,True
174,4,True
134,68,True
131,24,True
181,76,True
159,99,True
143,112,True
41,52,True
44,133,True
84,113,True
69,29,True
66,114,True
25,73,True
72,32,True
38,66,True
9,34,True
132,61,True
32,85,True
74,16,True
123,78,True
39,53,True
13,108,True
98,147,True
35,7,True
17,71,True
54,93,True
112,140,True
119,146,True
170,19,True
50,36,True
2,110,True
142,129,True
52,118,True
23,141,True
21,124,True
96,62,True
77,100,True
36,155,True
85,27,True
120,15,True
