96,138,True
217,312,True
52,114,True
57,119,True
57,118,True
53,115,True
53,116,True
55,117,True
156,193,True
50,110,True
50,111,True
23,65,True
98,139,True
49,109,True
49,108,True
170,220,True
194,269,True
200,286,True
200,287,True
206,295,True
116,149,True
116,150,True
29,83,True
161,207,True
161,208,True
30,77,True
30,78,True
24,66,True
44,97,True
75,134,True
68,131,True
68,132,True
131,172,True
131,171,True
220,313,True
132,175,True
132,176,True
212,301,True
212,300,True
40,91,True
133,178,True
133,177,True
43,96,True
209,274,True
151,202,True
151,201,True
59,121,True
59,120,True
208,297,True
208,296,True
164,212,True
164,211,True
60,125,True
60,124,True
113,141,True
113,142,True
16,57,True
39,92,True
182,235,True
182,236,True
22,64,True
22,63,True
175,226,True
179,231,True
179,232,True
136,181,True
215,308,True
215,309,True
28,74,True
28,73,True
4,55,True
4,54,True
19,60,True
19,59,True
5,56,True
168,218,True
147,243,True
152,189,True
157,194,True
198,282,True
25,100,True
25,101,True
153,190,True
185,248,True
33,79,True
186,251,True
203,291,True
203,292,True
166,216,True
166,215,True
201,288,True
192,266,True
20,61,True
167,217,True
48,107,True
48,106,True
26,71,True
26,72,True
32,81,True
176,229,True
176,228,True
45,102,True
202,290,True
3,53,True
41,94,True
41,93,True
114,146,True
114,145,True
162,209,True
162,210,True
127,163,True
127,162,True
121,157,True
144,238,True
144,237,True
205,294,True
171,221,True
64,130,True
47,105,True
47,104,True
155,191,True
42,95,True
93,137,True
51,112,True
51,113,True
222,315,True
222,314,True
130,169,True
130,170,True
34,75,True
