150,226,True
99,147,True
68,100,True
118,175,True
55,79,True
135,203,True
123,190,True
115,172,True
46,68,True
136,204,True
38,57,True
9,15,True
97,144,True
64,95,True
5,11,True
84,45,True
124,191,True
39,58,True
19,26,True
44,64,True
142,215,True
21,28,True
82,122,True
133,200,True
102,151,True
33,49,True
58,86,True
125,192,True
90,130,True
30,43,True
26,39,True
52,74,True
41,62,True
47,69,True
7,13,True
37,56,True
155,233,True
23,31,True
17,24,True
89,128,True
45,65,True
114,170,True
121,188,True
24,34,True
10,16,True
157,235,True
57,82,True
98,145,True
11,17,True
132,199,True
88,127,True
60,91,True
81,118,True
13,19,True
87,126,True
127,194,True
156,234,True
111,166,True
69,101,True
8,14,True
34,51,True
112,167,True
61,93,True
116,173,True
6,12,True
152,228,True
143,216,True
80,117,True
51,73,True
93,136,True
141,214,True
106,159,True
70,102,True
94,138,True
73,106,True
43,63,True
1,2,True
79,116,True
72,104,True
104,154,True
129,197,True
20,27,True
50,72,True
113,169,True
32,48,True
120,186,True
83,123,True
108,163,True
40,59,True
53,77,True
96,143,True
14,20,True
149,225,True
12,18,True
59,88,True
107,160,True
85,124,True
76,111,True
153,229,True
4,9,True
138,208,True
16,23,True
63,94,True
119,183,True
148,224,True
103,152,True
117,174,True
100,148,True
145,221,True
29,42,True
3,6,True
65,96,True
35,53,True
74,107,True
2,3,True
126,193,True
128,196,True
151,227,True
66,97,True
101,149,True
25,37,True
109,164,True
146,222,True
105,158,True
92,134,True
75,108,True
78,114,True
122,189,True
144,220,True
77,113,True
91,133,True
147,223,True
36,55,True
131,198,True
140,213,True
54,78,True
95,140,True
15,21,True
71,103,True
56,80,True
110,165,True
139,209,True
67,98,True
86,125,True
134,202,True
22,30,True
18,25,True
