147,130,True
120,105,True
155,151,True
18,14,True
132,117,True
105,93,True
152,134,True
200,183,True
124,109,True
135,120,True
79,65,True
40,34,True
43,38,True
188,172,True
125,113,True
73,60,True
116,102,True
94,79,True
167,147,True
174,157,True
111,97,True
84,69,True
182,168,True
107,95,True
199,182,True
41,35,True
165,145,True
23,19,True
34,29,True
148,131,True
60,51,True
46,41,True
164,143,True
193,175,True
56,164,True
178,163,True
138,121,True
59,50,True
92,77,True
156,152,True
134,119,True
169,148,True
195,177,True
52,44,True
14,11,True
153,135,True
158,153,True
51,37,True
145,128,True
21,17,True
183,169,True
38,32,True
117,103,True
86,70,True
181,166,True
13,10,True
97,83,True
187,171,True
175,158,True
24,20,True
141,124,True
61,52,True
123,108,True
35,30,True
58,49,True
81,66,True
39,33,True
68,57,True
173,156,True
30,25,True
171,154,True
96,81,True
42,36,True
93,78,True
128,115,True
67,56,True
133,118,True
8,6,True
66,55,True
49,43,True
103,91,True
3,3,True
104,92,True
194,176,True
28,23,True
22,18,True
163,140,True
76,63,True
113,99,True
1,1,True
196,178,True
95,80,True
127,114,True
62,53,True
170,149,True
102,90,True
89,74,True
32,27,True
83,68,True
172,155,True
149,132,True
139,122,True
99,85,True
44,39,True
180,165,True
2,2,True
191,174,True
114,100,True
7,5,True
177,161,True
151,87,True
129,116,True
190,162,True
159,137,True
100,86,True
88,73,True
37,31,True
16,13,True
106,94,True
110,96,True
87,72,True
48,42,True
29,24,True
179,98,True
19,15,True
146,129,True
90,75,True
150,133,True
166,146,True
189,173,True
161,138,True
144,127,True
143,126,True
75,62,True
197,179,True
12,9,True
82,67,True
53,45,True
91,76,True
98,84,True
162,139,True
63,54,True
101,89,True
72,59,True
140,123,True
25,21,True
115,101,True
176,159,True
154,136,True
122,107,True
15,12,True
31,26,True
26,22,True
142,125,True
6,4,True
74,61,True
54,46,True
186,170,True
33,28,True
20,16,True
9,7,True
55,47,True
71,58,True
57,48,True
11,8,True
