DOPPIATORI,INTERPRETI,PERSONAGGI PRINCIPALI
LUCA WARD,Peter Gallagher,SANDY COHEN
EMILIANO COLTORTI,Benjamin McKenzie,RYAN ATWOOD
MONICA GRAVINA,Kelly Rowan,KIRSTEN COHEN
PATRIZIO CIGLIANO,Adam Brody,SETH COHEN
VALENTINA MARI,Mischa Barton,MARISSA COOPER
GIANNI BERSANETTI,Tate Donovan,JIMMY COOPER
PAOLA MAJANO,Rachel Bilson,SUMMER ROBERTS
NISEEM ONORATO,Chris Carmack,LUKE WARD (s.1)
ANNA CESARENI,Melinda Clarke,JULIE COOPER NICHOL
PIETRO BIONDI,Alan Dale,CALEB NICHOL
FRANCESCA GUADAGNO,Amanda Righetti,HAILEY NICHOL
FEDERICA DE BORTOLI,Samaire Armstrong,ANNA STERN
STEFANO CRESCENTINI,Taylor Handley,OLIVER TRASK
DOPPIATORI,INTERPRETI,ALTRI PERSONAGGI
SUSANNA JAVICOLI,Daphne Ashbrook,"DAWN ATWOOD (ep.1.1,1.3)"
MARCO VIVIO,Paul Wasilewski,DONNY (ep.1.5)
PINELLA DRAGANI,Nicole Hiltz,GABRIELLE (ep.1.6)
EMANUELA ROSSI,Bonnie Somerville,RACHEL HOFFMANN (ep.1.7-11)
FRANCESCO PRANDO,Brian McNamara,"CARSON WARD (ep.1.12,1.24)"
STEFANELLA MARRAMA,Kim Oja,TARYN (ep.1.14)
CLAUDIO DE ANGELIS,,ANNUNCIATORE EP. PRECEDENTI
