8.848,Asia,Everest,Nepal/Tibet
8.611,Asia,K-2,Pakistan
8.586,Asia,Kangchenjunga,Nepal/India
8.511,Asia,Lhotse,Nepal
8.463,Asia,Makalu,Nepal/Tibet
8.201,Asia,Cho Oyu,Nepal/Tibet
8.167,Asia,Dhaulagiri,Nepal
8.163,Asia,Manaslu,Nepal
8.125,Asia,Nanga Parbat,Pakistan
8.091,Asia,Annapurna,Nepal
8.068,Asia,Gasherbrum I,Pakistan
8.047,Asia,Broad Peak,Pakistan
8.035,Asia,Gasherbrum II,Pakistan
8.012,Asia,Xixabangma Feng (Gosainthan),China/Nepal
7.885,Asia,Distaghil Sar,Pakistan
7.852,Asia,Kunyang Chhist,Pakistan
7.820,Asia,Masherbrum,Pakistan
7.816,Asia,Nanda Devi,India
7.815,Asia,Aling Kangri,Tibet
7.788,Asia,Rakaposhi,Pakistan
7.785,Asia,Batura,Pakistan
7.756,Asia,Namjagbarwa Feng,Tibet
7.756,Asia,Kamet,India
7.756,Asia,Kamet,Tibet/India
7.546,Asia,Muztagh Ata,China
7.742,Asia,Saltoro Kangri,Pakistan
7.723,Asia,Muztag,China
7.720,Asia,Trivor,Pakistan
7.719,Asia,Konkur,China
7.690,Asia,Tirich Mir,Pakistan
7.654,Asia,Chogolisa,Pakistan
7.619,Asia,Shispar,Pakistan
7.555,Asia,Gongga (Minya Konka),China
7.553,Asia,Kula Kangri,Bhutan
7.546,Asia,Muztaghata,China
7.495,Asia,Qullai Ismaili Somoni/ Qullai Kommunizma,Tajikistan
7.485,Asia,Nowshak,Afghanistan
7.439,Asia,Jengish Chokusu/ Pik Pobeda,China/Kyrgyzstan
7.406,Asia,Haramosh,Pakistan
7.398,Asia,Ultar,Pakistan
7.313,Asia,Chomo Lhari,Bhutan/Tibet
7.291,Asia,Malubiting,Pakistan
7.285,Asia,Ogre (Baintha Brak),Pakistan
7.273,Asia,Minipin,Pakistan
7.245,Asia,Langtang Lirung,Nepal
7.150,Asia,Ganesh Himal,Nepal
7.142,Asia,Kampire Dior,Pakistan
7.135,Asia,Nun Kun,India
7.134,Asia,Pik Lenina,Tajikistan
7.129,Asia,Baruntse,Tibet
7.105,Asia,Pik Korzhenevskoj,Tajikistan
7.083,Asia,Jugal Himal,Nepal
7.060,Asia,Urgend II,Afghanistan
7.045,Asia,Kinjiroba,Nepal
6.995,Asia,Khan Tengri,Kyrgyzstan
6.979,Asia,Langtang Himal (Kyungka Ri),Nepal
6.962,South America,Aconcagua,Argentina
6.940,Asia,Yamit,Afghanistan
6.880,South America,Ojos del Salado,Chile
6.872,Asia,Koyo Zom,Pakistan
6.872,South America,Bonete,Argentina
6.856,Asia,Ama Dablam,Nepal
6.843,Asia,Tirgaran,Afghanistan
6.770,South America,Mercedario,Argentina/Chile
6.768,South America,Huascaran,Peru
6.755,Asia,Tirgaran,Afghanistan
6.723,South America,Llullaillaco,Argentina/Chile
6.720,South America,El Libertador,Argentina
6.714,Asia,Mt Kailash,Tibet
6.665,Asia,Ghul Laast,Pakistan
6.632,Asia,Jaonli,India
6.628,Asia,Koheandaras,Afghanistan
6.617,South America,Yerupaja,Peru
6.600,Asia,Gangotri - I,India
6.575,Asia,Bremeh,India
6.550,South America,Tupungato,Argentina/Chile
6.542,South America,Sajama,Bolivia
6.504,Asia,Lasht,Afghanistan
6.439,South America,Illimani,Bolivia
6.441,Asia,East Ridge of Hiunchuli,Nepal
6.427,South America,Ancohuma,Bolivia
6.400,South America,Coropuna,Peru
6.395,South America,Huantsan,Peru
6.395,South America,Huandoy,Peru
6.380,South America,El Toro,Argentina/Chile
6.372,South America,Ausangate,Peru
6.362,South America,Illampu,Bolivia
6.360,South America,Ampato,Peru
6.350,South America,Cerro Palermo,Argentina
6.332,South America,Las Tortolas,Argentina/Chile
6.330,South America,Parinacota,Bolivia
6.310,South America,Chimborazo,Ecuador
6.309,South America,Chinchey (Rurichichay),Peru
6.300,South America,Juncal,Chile/Argentina
6.300,South America,Marmolejo,Chile/Argentina
6.300,South America,General Belgrano,Argentina
6.282,Asia,Anyemaqen,China
6.271,South America,Salcantay,Peru
6.252,South America,Olivares,Argentina/Chile
6.250,Asia,Sigunaiang,China
6.240,South America,Pomerape,Bolivia
6.200,South America,Chani,Argentina
6.200,South America,Aucanquilcha,Bolivia/Chile
6.194,South America,Huayna Potosi,Bolivia
6.194,North America,McKinley,Alaska
6.164,South America,Callaqui,Argentina/Chile
6.162,South America,Ranrapallca,Peru
6.137,Asia,Stok Kangri,India
6.130,South America,Queva,Argentina
6.127,South America,Chearoco,Bolivia
6.120,South America,Quemado,Argentina
6.100,South America,Chaupi Orco,Peru
6.094,South America,Chachacumani,Bolivia
6.093,South America,Solimani,Peru
6.080,South America,Copiapo,Argentina/Chile
